author,href
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Heilbron_2017_CVPR,<br>
author = {Caba Heilbron, Fabian and Barrios, Wayner and Escorcia, Victor and Ghanem, Bernard},<br>
title = {SCC: Semantic Context Cascade for Efficient Action Detection},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Zhu_2017_CVPR,<br>
author = {Zhu, Yan and Tian, Yuandong and Metaxas, Dimitris and Dollar, Piotr},<br>
title = {Semantic Amodal Segmentation},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Kong_2017_CVPR,<br>
author = {Kong, Yu and Tao, Zhiqiang and Fu, Yun},<br>
title = {Deep Sequential Context Networks for Action Prediction},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Schonberger_2017_CVPR,<br>
author = {Schonberger, Johannes L. and Hardmeier, Hans and Sattler, Torsten and Pollefeys, Marc},<br>
title = {Comparative Evaluation of Hand-Crafted and Learned Local Features},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Xie_2017_CVPR,<br>
author = {Xie, Saining and Girshick, Ross and Dollar, Piotr and Tu, Zhuowen and He, Kaiming},<br>
title = {Aggregated Residual Transformations for Deep Neural Networks},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Su_2017_CVPR,<br>
author = {Su, Shan and Pyo Hong, Jung and Shi, Jianbo and Soo Park, Hyun},<br>
title = {Predicting Behaviors of Basketball Players From First Person Videos},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Soltani_2017_CVPR,<br>
author = {Arsalan Soltani, Amir and Huang, Haibin and Wu, Jiajun and Kulkarni, Tejas D. and Tenenbaum, Joshua B.},<br>
title = {Synthesizing 3D Shapes via Modeling Multi-View Depth Maps and Silhouettes With Deep Generative Networks},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Zhao_2017_CVPR,<br>
author = {Zhao, Bo and Feng, Jiashi and Wu, Xiao and Yan, Shuicheng},<br>
title = {Memory-Augmented Attribute Manipulation Networks for Interactive Fashion Search},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Wang_2017_CVPR,<br>
author = {Wang, Yunbo and Long, Mingsheng and Wang, Jianmin and Yu, Philip S.},<br>
title = {Spatiotemporal Pyramid Network for Video Action Recognition},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{O'Toole_2017_CVPR,<br>
author = {O'Toole, Matthew and Heide, Felix and Lindell, David B. and Zang, Kai and Diamond, Steven and Wetzstein, Gordon},<br>
title = {Reconstructing Transient Images From Single-Photon Sensors},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Gu_2017_CVPR,<br>
author = {Gu, Jinwei and Yang, Xiaodong and De Mello, Shalini and Kautz, Jan},<br>
title = {Dynamic Facial Analysis: From Bayesian Filtering to Recurrent Neural Network},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Cui_2017_CVPR,<br>
author = {Cui, Zhaopeng and Gu, Jinwei and Shi, Boxin and Tan, Ping and Kautz, Jan},<br>
title = {Polarimetric Multi-View Stereo},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Wei_2017_CVPR,<br>
author = {Wei, Yunchao and Feng, Jiashi and Liang, Xiaodan and Cheng, Ming-Ming and Zhao, Yao and Yan, Shuicheng},<br>
title = {Object Region Mining With Adversarial Erasing: A Simple Classification to Semantic Segmentation Approach},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Yang_2017_CVPR,<br>
author = {Yang, Hao and Tianyi Zhou, Joey and Cai, Jianfei and Soon Ong, Yew},<br>
title = {MIML-FCN+: Multi-Instance Multi-Label Learning via Fully Convolutional Networks With Privileged Information},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Plotz_2017_CVPR,<br>
author = {Plotz, Tobias and Roth, Stefan},<br>
title = {Benchmarking Denoising Algorithms With Real Photographs},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Swoboda_2017_CVPR,<br>
author = {Swoboda, Paul and Kuske, Jan and Savchynskyy, Bogdan},<br>
title = {A Dual Ascent Framework for Lagrangean Decomposition of Combinatorial Problems},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Swoboda_2017_CVPR,<br>
author = {Swoboda, Paul and Rother, Carsten and Abu Alhaija, Hassan and Kainmuller, Dagmar and Savchynskyy, Bogdan},<br>
title = {A Study of Lagrangean Decompositions and Dual Ascent Solvers for Graph Matching},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Swoboda_2017_CVPR,<br>
author = {Swoboda, Paul and Andres, Bjoern},<br>
title = {A Message Passing Algorithm for the Minimum Cost Multicut Problem},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Long_2017_CVPR,<br>
author = {Long, Yang and Liu, Li and Shao, Ling and Shen, Fumin and Ding, Guiguang and Han, Jungong},<br>
title = {From Zero-Shot Learning to Conventional Supervised Classification: Unseen Visual Data Synthesis},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Sattler_2017_CVPR,<br>
author = {Sattler, Torsten and Torii, Akihiko and Sivic, Josef and Pollefeys, Marc and Taira, Hajime and Okutomi, Masatoshi and Pajdla, Tomas},<br>
title = {Are Large-Scale 3D Models Really Necessary for Accurate Visual Localization?},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Liu_2017_CVPR,<br>
author = {Liu, Jun and Wang, Gang and Hu, Ping and Duan, Ling-Yu and Kot, Alex C.},<br>
title = {Global Context-Aware Attention LSTM Networks for 3D Action Recognition},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Baraldi_2017_CVPR,<br>
author = {Baraldi, Lorenzo and Grana, Costantino and Cucchiara, Rita},<br>
title = {Hierarchical Boundary-Aware Neural Encoder for Video Captioning},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Kosti_2017_CVPR,<br>
author = {Kosti, Ronak and Alvarez, Jose M. and Recasens, Adria and Lapedriza, Agata},<br>
title = {Emotion Recognition in Context},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Kim_2017_CVPR,<br>
author = {Kim, Jongyoo and Lee, Sanghoon},<br>
title = {Deep Learning of Human Visual Sensitivity in Image Quality Assessment Framework},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Shi_2017_CVPR,<br>
author = {Shi, Jian and Dong, Yue and Su, Hao and Yu, Stella X.},<br>
title = {Learning Non-Lambertian Object Intrinsics Across ShapeNet Categories},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Kong_2017_CVPR,<br>
author = {Kong, Xiangyu and Xin, Bo and Wang, Yizhou and Hua, Gang},<br>
title = {Collaborative Deep Reinforcement Learning for Joint Object Search},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Hussain_2017_CVPR,<br>
author = {Hussain, Zaeem and Zhang, Mingda and Zhang, Xiaozhong and Ye, Keren and Thomas, Christopher and Agha, Zuha and Ong, Nathan and Kovashka, Adriana},<br>
title = {Automatic Understanding of Image and Video Advertisements},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Bibi_2017_CVPR,<br>
author = {Bibi, Adel and Itani, Hani and Ghanem, Bernard},<br>
title = {FFTLasso: Large-Scale LASSO in the Fourier Domain},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Baque_2017_CVPR,<br>
author = {Baque, Pierre and Fleuret, Francois and Fua, Pascal},<br>
title = {Multi-Modal Mean-Fields via Cardinality-Based Clamping},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Park_2017_CVPR,<br>
author = {Park, Jinsun and Tai, Yu-Wing and Cho, Donghyeon and So Kweon, In},<br>
title = {A Unified Approach of Multi-Scale Deep and Hand-Crafted Features for Defocus Estimation},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Song_2017_CVPR,<br>
author = {Song, Shuran and Yu, Fisher and Zeng, Andy and Chang, Angel X. and Savva, Manolis and Funkhouser, Thomas},<br>
title = {Semantic Scene Completion From a Single Depth Image},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Halber_2017_CVPR,<br>
author = {Halber, Maciej and Funkhouser, Thomas},<br>
title = {Fine-To-Coarse Global Registration of RGB-D Scans},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Moosavi-Dezfooli_2017_CVPR,<br>
author = {Moosavi-Dezfooli, Seyed-Mohsen and Fawzi, Alhussein and Fawzi, Omar and Frossard, Pascal},<br>
title = {Universal Adversarial Perturbations},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Tavakoli_2017_CVPR,<br>
author = {Tavakoli, Hamed R. and Ahmed, Fawad and Borji, Ali and Laaksonen, Jorma},<br>
title = {Saliency Revisited: Analysis of Mouse Movements Versus Fixations},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Elhamifar_2017_CVPR,<br>
author = {Elhamifar, Ehsan and Clara De Paolis Kaluza, M.},<br>
title = {Online Summarization via Submodular and Convex Optimization},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Misra_2017_CVPR,<br>
author = {Misra, Ishan and Gupta, Abhinav and Hebert, Martial},<br>
title = {From Red Wine to Red Tomato: Composition With Context},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Zeng_2017_CVPR,<br>
author = {Zeng, Andy and Song, Shuran and Niessner, Matthias and Fisher, Matthew and Xiao, Jianxiong and Funkhouser, Thomas},<br>
title = {3DMatch: Learning Local Geometric Descriptors From RGB-D Reconstructions},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Yeo_2017_CVPR,<br>
author = {Yeo, Donghun and Son, Jeany and Han, Bohyung and Hee Han, Joon},<br>
title = {Superpixel-Based Tracking-By-Segmentation Using Markov Chains},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Savinov_2017_CVPR,<br>
author = {Savinov, Nikolay and Seki, Akihito and Ladicky, Lubor and Sattler, Torsten and Pollefeys, Marc},<br>
title = {Quad-Networks: Unsupervised Learning to Rank for Interest Point Detection},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Chu_2017_CVPR,<br>
author = {Chu, Xiao and Yang, Wei and Ouyang, Wanli and Ma, Cheng and Yuille, Alan L. and Wang, Xiaogang},<br>
title = {Multi-Context Attention for Human Pose Estimation},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Li_2017_CVPR,<br>
author = {Li, Wei and Abtahi, Farnaz and Zhu, Zhigang},<br>
title = {Action Unit Detection With Region Adaptation, Multi-Labeling Learning and Optimal Temporal Fusing},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Zhou_2017_CVPR,<br>
author = {Zhou, Tinghui and Brown, Matthew and Snavely, Noah and Lowe, David G.},<br>
title = {Unsupervised Learning of Depth and Ego-Motion From Video},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Zhang_2017_CVPR,<br>
author = {Zhang, Jing and Li, Wanqing and Ogunbona, Philip},<br>
title = {Joint Geometrical and Statistical Alignment for Visual Domain Adaptation},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Nakamura_2017_CVPR,<br>
author = {Nakamura, Katsuyuki and Yeung, Serena and Alahi, Alexandre and Fei-Fei, Li},<br>
title = {Jointly Learning Energy Expenditures and Activities Using Egocentric Multimodal Signals},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Zhuang_2017_CVPR,<br>
author = {Zhuang, Bohan and Liu, Lingqiao and Li, Yao and Shen, Chunhua and Reid, Ian},<br>
title = {Attend in Groups: A Weakly-Supervised Deep Learning Framework for Learning From Web Data},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Le_2017_CVPR,<br>
author = {Le, Huu and Chin, Tat-Jun and Suter, David},<br>
title = {An Exact Penalty Method for Locally Convergent Maximum Consensus},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Chen_2017_CVPR,<br>
author = {Chen, Dongdong and Yuan, Lu and Liao, Jing and Yu, Nenghai and Hua, Gang},<br>
title = {StyleBank: An Explicit Representation for Neural Image Style Transfer},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Chen_2017_CVPR,<br>
author = {Chen, Xiaozhi and Ma, Huimin and Wan, Ji and Li, Bo and Xia, Tian},<br>
title = {Multi-View 3D Object Detection Network for Autonomous Driving},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Shen_2017_CVPR,<br>
author = {Shen, Zhiqiang and Li, Jianguo and Su, Zhou and Li, Minjun and Chen, Yurong and Jiang, Yu-Gang and Xue, Xiangyang},<br>
title = {Weakly Supervised Dense Video Captioning},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Lin_2017_CVPR,<br>
author = {Lin, Guosheng and Milan, Anton and Shen, Chunhua and Reid, Ian},<br>
title = {RefineNet: Multi-Path Refinement Networks for High-Resolution Semantic Segmentation},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Trager_2017_CVPR,<br>
author = {Trager, Matthew and Sturmfels, Bernd and Canny, John and Hebert, Martial and Ponce, Jean},<br>
title = {General Models for Rational Cameras and the Case of Two-Slit Projections},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Patrini_2017_CVPR,<br>
author = {Patrini, Giorgio and Rozza, Alessandro and Krishna Menon, Aditya and Nock, Richard and Qu, Lizhen},<br>
title = {Making Deep Neural Networks Robust to Label Noise: A Loss Correction Approach},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Shen_2017_CVPR,<br>
author = {Shen, Falong and Gan, Rui and Yan, Shuicheng and Zeng, Gang},<br>
title = {Semantic Segmentation via Structured Patch Prediction, Context CRF and Guidance CRF},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Liu_2017_CVPR,<br>
author = {Liu, Yuliang and Jin, Lianwen},<br>
title = {Deep Matching Prior Network: Toward Tighter Multi-Oriented Text Detection},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Li_2017_CVPR,<br>
author = {Li, Shuang and Xiao, Tong and Li, Hongsheng and Zhou, Bolei and Yue, Dayu and Wang, Xiaogang},<br>
title = {Person Search With Natural Language Description},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Zendel_2017_CVPR,<br>
author = {Zendel, Oliver and Honauer, Katrin and Murschitz, Markus and Humenberger, Martin and Fernandez Dominguez, Gustavo},<br>
title = {Analyzing Computer Vision Data - The Good, the Bad and the Ugly},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Ge_2017_CVPR,<br>
author = {Ge, Liuhao and Liang, Hui and Yuan, Junsong and Thalmann, Daniel},<br>
title = {3D Convolutional Neural Networks for Efficient and Robust Hand Pose Estimation From Single Depth Images},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Rebuffi_2017_CVPR,<br>
author = {Rebuffi, Sylvestre-Alvise and Kolesnikov, Alexander and Sperl, Georg and Lampert, Christoph H.},<br>
title = {iCaRL: Incremental Classifier and Representation Learning},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Iqbal_2017_CVPR,<br>
author = {Iqbal, Umar and Milan, Anton and Gall, Juergen},<br>
title = {PoseTrack: Joint Multi-Person Pose Estimation and Tracking},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Zhang_2017_CVPR,<br>
author = {Zhang, Li and Xiang, Tao and Gong, Shaogang},<br>
title = {Learning a Deep Embedding Model for Zero-Shot Learning},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Almazan_2017_CVPR,<br>
author = {Almazan, Emilio J. and Tal, Ron and Qian, Yiming and Elder, James H.},<br>
title = {MCMLSD: A Dynamic Programming Approach to Line Segment Detection},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Chabot_2017_CVPR,<br>
author = {Chabot, Florian and Chaouch, Mohamed and Rabarisoa, Jaonary and Teuliere, Celine and Chateau, Thierry},<br>
title = {Deep MANTA: A Coarse-To-Fine Many-Task Network for Joint 2D and 3D Vehicle Analysis From Monocular Image},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Ding_2017_CVPR,<br>
author = {Ding, Zhengming and Shao, Ming and Fu, Yun},<br>
title = {Low-Rank Embedded Ensemble Semantic Dictionary for Zero-Shot Learning},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Tepper_2017_CVPR,<br>
author = {Tepper, Mariano and Sapiro, Guillermo},<br>
title = {Nonnegative Matrix Underapproximation for Robust Multiple Model Fitting},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Chan_2017_CVPR,<br>
author = {Chan, Jacob and Addison Lee, Jimmy and Kemao, Qian},<br>
title = {BIND: Binary Integrated Net Descriptors for Texture-Less Object Recognition},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Iscen_2017_CVPR,<br>
author = {Iscen, Ahmet and Tolias, Giorgos and Avrithis, Yannis and Furon, Teddy and Chum, Ondrej},<br>
title = {Efficient Diffusion on Region Manifolds: Recovering Small Objects With Compact CNN Representations},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Yang_2017_CVPR,<br>
author = {Yang, Yanchao and Soatto, Stefano},<br>
title = {S2F: Slow-To-Fast Interpolator Flow},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Wang_2017_CVPR,<br>
author = {Wang, Xiaosong and Peng, Yifan and Lu, Le and Lu, Zhiyong and Bagheri, Mohammadhadi and Summers, Ronald M.},<br>
title = {ChestX-ray8: Hospital-Scale Chest X-Ray Database and Benchmarks on Weakly-Supervised Classification and Localization of Common Thorax Diseases},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Shrivastava_2017_CVPR,<br>
author = {Shrivastava, Ashish and Pfister, Tomas and Tuzel, Oncel and Susskind, Joshua and Wang, Wenda and Webb, Russell},<br>
title = {Learning From Simulated and Unsupervised Images Through Adversarial Training},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Lin_2017_CVPR,<br>
author = {Lin, Tsung-Yi and Dollar, Piotr and Girshick, Ross and He, Kaiming and Hariharan, Bharath and Belongie, Serge},<br>
title = {Feature Pyramid Networks for Object Detection},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Bulo_2017_CVPR,<br>
author = {Rota Bulo, Samuel and Neuhold, Gerhard and Kontschieder, Peter},<br>
title = {Loss Max-Pooling for Semantic Image Segmentation},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Kim_2017_CVPR,<br>
author = {Jin Kim, Hyo and Dunn, Enrique and Frahm, Jan-Michael},<br>
title = {Learned Contextual Feature Reweighting for Image Geo-Localization},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Dekel_2017_CVPR,<br>
author = {Dekel, Tali and Rubinstein, Michael and Liu, Ce and Freeman, William T.},<br>
title = {On the Effectiveness of Visible Watermarks},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Ji_2017_CVPR,<br>
author = {Ji, Dinghuang and Kwon, Junghyun and McFarland, Max and Savarese, Silvio},<br>
title = {Deep View Morphing},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Blasinski_2017_CVPR,<br>
author = {Blasinski, Henryk and Farrell, Joyce and Wandell, Brian},<br>
title = {Designing Illuminant Spectral Power Distributions for Surface Classification},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
